Wavelength,bxw2Absorbance,bxw0Absorbance
510.1052896,0.389958785,0.483810559
510.1663283,0.397919778,0.503808704
510.2273636,0.405262623,0.505908802
510.2883954,0.410731841,0.524558384
510.3494238,0.409606563,0.516079476
510.4104488,0.406115158,0.508888073
510.4714703,0.399786976,0.504199411
510.5324884,0.395081004,0.480402679
510.593503,0.389887721,0.455096863
510.6545142,0.384064519,0.470653608
510.715522,0.379001783,0.487202673
510.7765263,0.376058303,0.467476783
510.8375271,0.375756754,0.453017828
510.8985246,0.378922689,0.436489053
510.9595186,0.384802938,0.44553869
511.0205091,0.394596856,0.472612698
511.0814962,0.406826457,0.499582999
511.1424799,0.415375927,0.514197136
511.2034601,0.419543927,0.528784735
511.2644369,0.420650397,0.517822388
511.3254103,0.417603192,0.501608827
511.3863802,0.412188973,0.490445694
511.4473467,0.406502651,0.485581804
511.5083097,0.401968764,0.495891472
511.5692693,0.399182771,0.474599029
511.6302254,0.395891798,0.473836462
511.6911781,0.392515608,0.47851546
511.7521274,0.390132465,0.465346126
511.8130732,0.388229675,0.477735533
511.8740156,0.385376354,0.463604775
511.9349546,0.386679461,0.462352477
511.9958901,0.392937702,0.454235197
512.0568221,0.402252306,0.46561906
512.1177508,0.412014899,0.471770536
512.1786759,0.420294155,0.51477208
512.2395977,0.423950717,0.520193998
512.300516,0.422797211,0.506001179
512.3614308,0.418189426,0.48383807
512.4223423,0.412530832,0.496523019
512.4832502,0.407393447,0.497931621
512.5441548,0.402269099,0.495855092
512.6050559,0.39668438,0.49106031
512.6659535,0.391583293,0.493277997
512.7268478,0.385184584,0.479045207
512.7877385,0.381131843,0.470605975
512.8486259,0.378361305,0.47593789
512.9095098,0.376052407,0.467331865
512.9703902,0.376187257,0.467537638
513.0312672,0.382805133,0.460747247
513.0921408,0.394788019,0.473187005
513.153011,0.407874977,0.485803019
513.2138776,0.420443656,0.510186261
513.2747409,0.431475465,0.524496586
513.3356007,0.436213024,0.521887367
513.3964571,0.434704331,0.523832191
513.45731,0.430716215,0.523261637
513.5181595,0.425866934,0.52193973
513.5790056,0.419049766,0.529704732
513.6398482,0.412723008,0.527809883
513.7006873,0.404657774,0.509838955
513.7615231,0.398838722,0.501985455
513.8223553,0.39466582,0.479092124
513.8831842,0.391371297,0.472880064
513.9440096,0.387765463,0.473089038
514.0048316,0.385596191,0.462046314
514.0656501,0.382556479,0.469295917
514.1264652,0.383367298,0.460621854
514.1872768,0.390944538,0.452412215
514.248085,0.403255773,0.469498338
514.3088898,0.416681464,0.508625119
514.3696911,0.428839561,0.549635128
514.430489,0.434638708,0.552074325
514.4912834,0.432868946,0.540252841
514.5520744,0.426886547,0.524897159
514.612862,0.419973789,0.51992891
514.6736461,0.413489312,0.509233477
514.7344268,0.408566633,0.509357226
514.795204,0.403819371,0.484050549
514.8559778,0.39932038,0.498723971
514.9167482,0.393407156,0.485007846
514.9775151,0.38696681,0.475665887
515.0382786,0.381617089,0.470254796
515.0990386,0.376622968,0.470357026
515.1597952,0.372221753,0.460657442
515.2205483,0.370829921,0.44346367
515.2812981,0.375914885,0.432026422
515.3420443,0.386555455,0.447183968
515.4027872,0.401250793,0.460745439
515.4635266,0.417555524,0.493060456
515.5242625,0.431395671,0.516317122
515.584995,0.439863767,0.524729282
515.6457241,0.44239019,0.534708848
515.7064497,0.440956588,0.534603167
515.7671719,0.436386265,0.52245192
515.8278907,0.430940166,0.519859994
515.888606,0.424252395,0.507266191
515.9493178,0.417605628,0.512229575
516.0100263,0.41152853,0.494596345
516.0707312,0.404769259,0.484787729
516.1314328,0.399578897,0.483985154
516.1921309,0.395007574,0.474032925
516.2528256,0.390030732,0.464524824
516.3135168,0.383688669,0.459894853
516.3742046,0.377345231,0.464876449
516.4348889,0.371402523,0.462188066
516.4955698,0.369606144,0.45014815
516.5562473,0.374706726,0.444867507
516.6169213,0.388217098,0.449670597
516.6775919,0.407620264,0.479333286
516.738259,0.426765496,0.515076717
516.7989227,0.443670874,0.554440676
516.859583,0.451904699,0.559121552
516.9202398,0.448924518,0.547967601
516.9808932,0.441555394,0.536250595
517.0415431,0.434738213,0.540329475
517.1021896,0.4263941,0.531181472
517.1628326,0.41919221,0.513723264
517.2234723,0.412781266,0.506918201
517.2841084,0.406113025,0.506505032
517.3447412,0.399297334,0.495982153
517.4053705,0.393483446,0.497010352
517.4659963,0.387796638,0.473108425
517.5266187,0.383624493,0.474117408
517.5872377,0.380868828,0.454682974
517.6478532,0.378983469,0.443027808
517.7084653,0.376892817,0.447613279
517.769074,0.378081187,0.434488113
517.8296792,0.382824434,0.436344383
517.8902809,0.394132548,0.447608065
517.9508793,0.411267909,0.467706232
518.0114742,0.430570937,0.506027749
518.0720656,0.447733688,0.542180317
518.1326536,0.46035637,0.556231947
518.1932382,0.464025366,0.568597458
518.2538193,0.459991126,0.56954277
518.314397,0.454059419,0.555330769
518.3749712,0.446570999,0.546019136
518.435542,0.438267019,0.521001727
518.4961094,0.429954096,0.51408938
518.5566733,0.421834942,0.497914982
518.6172338,0.414050378,0.507149245
518.6777908,0.40670621,0.492750079
518.7383444,0.400243071,0.488637974
518.7988946,0.39488928,0.471263961
518.8594413,0.390864632,0.458223752
518.9199846,0.38604321,0.471482452
518.9805244,0.382423411,0.458879317
519.0410608,0.379784974,0.443345141
519.1015938,0.379597831,0.455980568
519.1621233,0.381997054,0.454101025
519.2226494,0.391662824,0.455867131
519.283172,0.410478259,0.46154949
519.3436912,0.432976402,0.486674072
519.404207,0.453561552,0.553256524
519.4647193,0.468839118,0.582412182
519.5252282,0.47482706,0.576439638
519.5857336,0.469713218,0.567119273
519.6462356,0.46017904,0.562243874
519.7067341,0.450642927,0.540434654
519.7672292,0.442453477,0.542895859
519.8277209,0.435995602,0.532633729
519.8882091,0.430576616,0.520359002
519.9486939,0.424285615,0.514712651
520.0091753,0.417381535,0.511130777
520.0696532,0.411892367,0.514191494
520.1301277,0.405977142,0.502200893
520.1905987,0.398642974,0.49494435
520.2510663,0.392125671,0.485060251
520.3115304,0.386990783,0.483545846
520.3719911,0.382444213,0.477228237
520.4324484,0.377832413,0.473904244
520.4929022,0.374312783,0.461479715
520.5533526,0.374613391,0.462030474
520.6137995,0.37984067,0.45825178
520.674243,0.394347823,0.449219764
520.7346831,0.416906996,0.46570848
520.7951197,0.44079075,0.508344117
520.8555529,0.463040907,0.570260833
520.9159826,0.479466512,0.60426161
520.9764089,0.483967751,0.604447657
521.0368318,0.478289332,0.59164815
521.0972512,0.472079414,0.577948648
521.1576672,0.46447134,0.570169028
521.2180797,0.456645655,0.555461222
521.2784888,0.447200688,0.539205137
521.3388945,0.439693341,0.543652849
521.3992967,0.43154516,0.525008243
521.4596955,0.425614084,0.5237797
521.5200908,0.419255829,0.510701467
521.5804827,0.415007394,0.500120871
521.6408711,0.409527087,0.500123035
521.7012561,0.403195022,0.487855414
521.7616377,0.395606292,0.482697152
521.8220158,0.387720989,0.487362108
521.8823905,0.380355873,0.473580928
521.9427618,0.376073862,0.46663395
522.0031296,0.374306114,0.456307431
522.063494,0.376039074,0.455298747
522.1238549,0.38727749,0.447499893
522.1842124,0.408112249,0.460373872
522.2445664,0.431716309,0.50110553
522.304917,0.456644403,0.54431794
522.3652642,0.478422503,0.581829583
522.4256079,0.489708836,0.594944245
522.4859482,0.489704685,0.58546073
522.5462851,0.484587051,0.582335814
522.6066185,0.478292593,0.57960405
522.6669484,0.471307437,0.571653195
522.7272749,0.464857159,0.570114267
522.787598,0.45648854,0.568683558
522.8479177,0.448821566,0.55994585
522.9082339,0.439463202,0.542011397
522.9685466,0.430160068,0.540815978
523.0288559,0.420641298,0.517687592
523.0891618,0.414133995,0.508470995
523.1494643,0.40872379,0.484021221
523.2097633,0.402606537,0.486535879
523.2700588,0.395955583,0.489117473
523.3303509,0.389145283,0.475967749
523.3906396,0.380532679,0.449995424
523.4509248,0.372110817,0.446625481
523.5112066,0.368206764,0.443000823
523.571485,0.368644656,0.438213858
523.6317599,0.375721967,0.442856115
523.6920314,0.393459689,0.447252887
523.7522994,0.419024122,0.467612818
523.812564,0.44714994,0.529458852
523.8728251,0.474424583,0.591226794
523.9330829,0.49403747,0.627705577
523.9933371,0.500804463,0.624446244
524.053588,0.497651891,0.620184471
524.1138353,0.489836985,0.603097282
524.1740793,0.480329093,0.594411603
524.2343198,0.471727719,0.571754489
524.2945569,0.462783601,0.552787763
524.3547905,0.454021801,0.547813416
524.4150207,0.446412674,0.544254597
524.4752474,0.439817094,0.526252597
524.5354707,0.433259398,0.534786787
524.5956906,0.427243277,0.53372832
524.655907,0.421634506,0.520775772
524.71612,0.412807825,0.519110038
524.7763295,0.404333259,0.502726737
524.8365356,0.397366525,0.469556886
524.8967383,0.390691403,0.479539692
524.9569375,0.383782552,0.471824915
525.0171333,0.378905675,0.459573443
525.0773256,0.374436134,0.447699953
525.1375145,0.3705994,0.449802593
525.1977,0.370121356,0.443322334
525.257882,0.377161975,0.436411829
525.3180606,0.394155318,0.44565737
525.3782357,0.418821546,0.467189405
525.4384074,0.447482662,0.515579507
525.4985757,0.475812044,0.587385275
525.5587405,0.496611808,0.61514969
525.6189019,0.507133092,0.603245468
525.6790598,0.507045207,0.618317164
525.7392143,0.501224521,0.621097861
525.7993654,0.491941918,0.606821153
525.859513,0.481400896,0.587950929
525.9196571,0.469972988,0.584782674
525.9797979,0.460256211,0.570510929
526.0399352,0.450269125,0.536780755
526.100069,0.44142628,0.538767698
526.1601994,0.434316452,0.535236957
526.2203264,0.428317136,0.525632088
526.2804499,0.420754451,0.516179088
526.34057,0.413006481,0.514422277
526.4006866,0.405918505,0.509106656
526.4607999,0.398806812,0.48658416
526.5209096,0.390031404,0.475618963
526.5810159,0.383171886,0.471863388
526.6411188,0.380104596,0.467442267
526.7012183,0.376359665,0.462852628
526.7613143,0.371409305,0.46216189
526.8214068,0.367224377,0.448728087
526.881496,0.364019896,0.444463511
526.9415816,0.365416937,0.442319046
527.0016639,0.378940935,0.431884031
527.0617427,0.40552532,0.446216452
527.121818,0.437732809,0.503627007
527.18189,0.471379047,0.572656415
527.2419584,0.497452802,0.622873736
527.3020235,0.509943724,0.630790723
527.3620851,0.507935686,0.623317594
527.4221432,0.500867143,0.611292386
527.4821979,0.492103022,0.605095849
527.5422492,0.484555743,0.594512687
527.6022971,0.475768955,0.56880324
527.6623414,0.464918528,0.55884633
527.7223824,0.454000893,0.546589599
527.7824199,0.443029363,0.532066766
527.842454,0.433027647,0.52499005
527.9024846,0.424395254,0.523489997
527.9625118,0.417535433,0.518155855
528.0225356,0.409568682,0.515024402
528.0825559,0.40190463,0.497516838
528.1425727,0.393720681,0.480420031
528.2025862,0.386059027,0.475539427
528.2625962,0.380267375,0.467863009
528.3226027,0.375866831,0.462759011
528.3826058,0.371237349,0.465402649
528.4426055,0.367452665,0.463449248
528.5026017,0.364519694,0.44602163
528.5625945,0.35989562,0.447537782
528.6225838,0.358442196,0.445182144
528.6825697,0.363760918,0.433809099
528.7425522,0.378381999,0.430326101
528.8025312,0.403374054,0.446602855
528.8625068,0.436446094,0.505656883
528.922479,0.470205947,0.56844619
528.9824477,0.497975938,0.617404752
529.0424129,0.512027675,0.632680739
529.1023747,0.509325029,0.633346753
529.1623331,0.497686078,0.612344987
529.2222881,0.484576208,0.582216903
529.2822396,0.472641618,0.560178299
529.3421876,0.46152842,0.548636547
529.4021322,0.452354715,0.547915594
529.4620734,0.444760592,0.54552541
529.5220111,0.436712514,0.526986287
529.5819454,0.428659318,0.51526294
529.6418763,0.422135112,0.506404954
529.7018037,0.415301543,0.494475512
529.7617277,0.408480638,0.505149978
529.8216482,0.401711328,0.500104283
529.8815653,0.394258778,0.491946699
529.941479,0.386527804,0.470888199
530.0013892,0.379437887,0.451130069
530.061296,0.37219972,0.44910247
530.1211993,0.365980521,0.457952456
530.1810992,0.360625684,0.439647172
530.2409956,0.354651228,0.437024972
530.3008886,0.348904078,0.424786978
530.3607782,0.344578817,0.414167797
530.4206643,0.341793423,0.412312096
530.480547,0.342958911,0.415876593
530.5404263,0.35337953,0.416681968
530.6003021,0.375568453,0.418769748
530.6601744,0.406691922,0.451986961
530.7200434,0.442294825,0.516056544
530.7799088,0.475790033,0.591579479
530.8397709,0.498516248,0.634160955
530.8996295,0.504697118,0.627683079
530.9594846,0.499242604,0.605195705
531.0193364,0.489951567,0.584149981
531.0791847,0.480672545,0.567091791
531.1390295,0.470505563,0.579846474
531.1988709,0.458942789,0.56145336
531.2587089,0.446097924,0.543284967
531.3185434,0.432908998,0.520868059
531.3783745,0.421402837,0.506253961
531.4382021,0.413099194,0.497467189
531.4980263,0.406850262,0.485004254
531.557847,0.401960534,0.4797482
531.6176644,0.396886086,0.484759797
531.6774782,0.389964235,0.48137188
531.7372887,0.381202829,0.462252131
531.7970957,0.372905038,0.451848801
531.8568992,0.364732249,0.436128131
531.9166993,0.356602798,0.432773812
531.976496,0.349104395,0.439754544
532.0362892,0.343259603,0.41657531
532.096079,0.337763234,0.405364027
532.1558654,0.332257662,0.402348731
532.2156483,0.327309388,0.407493794
532.2754278,0.323079748,0.40314946
532.3352038,0.320573682,0.398625797
532.3949764,0.323417328,0.384818331
532.4547455,0.337482505,0.382829385
532.5145112,0.365963438,0.395331626
532.5742735,0.40432119,0.440697209
532.6340323,0.444693924,0.522530174
532.6937877,0.481156,0.610372824
532.7535397,0.502973269,0.631201607
532.8132882,0.505410034,0.614499594
532.8730332,0.496632597,0.604632027
532.9327748,0.486162116,0.60598482
532.992513,0.474085982,0.600494427
533.0522478,0.46150384,0.572607473
533.1119791,0.447233327,0.557803174
533.1717069,0.433172686,0.534467961
533.2314314,0.419847677,0.525007765
533.2911523,0.409002181,0.498595686
533.3508699,0.400799871,0.477490208
533.410584,0.395273313,0.473453825
533.4702946,0.390443265,0.465194133
533.5300018,0.38485511,0.464093263
533.5897056,0.378583713,0.456551035
533.649406,0.371416136,0.438565034
533.7091029,0.363811504,0.435346206
533.7687963,0.356271963,0.416775804
533.8284863,0.34969259,0.418022824
533.8881729,0.344021529,0.408396443
533.947856,0.338852929,0.400857195
534.0075357,0.334655651,0.405397643
534.067212,0.331735999,0.401072567
534.1268848,0.329464632,0.400167071
534.1865542,0.326911059,0.386785708
534.2462201,0.325076974,0.394735135
534.3058826,0.324402103,0.387929295
534.3655416,0.327307264,0.381813183
534.4251972,0.339810025,0.383506427
534.4848494,0.365591319,0.392115382
534.5444981,0.400770723,0.433395264
534.6041434,0.438585862,0.522421099
534.6637853,0.471909734,0.602492054
534.7234237,0.492591491,0.623393887
534.7830586,0.496691236,0.620950168
534.8426902,0.49039107,0.596143278
534.9023183,0.480996703,0.575404361
534.9619429,0.470843371,0.575607656
535.0215641,0.46019629,0.561700425
535.0811819,0.448618183,0.541434527
535.1407962,0.435606351,0.515732163
535.2004071,0.421813791,0.503544452
535.2600145,0.409818226,0.504273501
535.3196185,0.399414593,0.482357671
535.3792191,0.391388315,0.463921967
535.4388162,0.385307358,0.448895527
535.4984099,0.379690919,0.452333499
535.5580001,0.373643478,0.453432926
535.6175869,0.367708867,0.443298881
535.6771703,0.361952908,0.429460929
535.7367502,0.356659656,0.425185385
535.7963266,0.352844476,0.436616625
535.8558997,0.349723422,0.430561965
535.9154693,0.346861439,0.422939639
535.9750354,0.342425273,0.414150148
536.0345981,0.336287271,0.406904425
536.0941574,0.330229729,0.394628094
536.1537132,0.32442946,0.388643578
536.2132656,0.318169604,0.389868492
536.2728146,0.312415441,0.383292705
536.3323601,0.308482946,0.368023554
536.3919022,0.309196555,0.363128993
536.4514408,0.319529009,0.362411644
536.510976,0.343665666,0.369160537
536.5705077,0.379838249,0.40310706
536.630036,0.421696333,0.475853857
536.6895609,0.46023088,0.561407095
536.7490823,0.48658608,0.607957388
536.8086003,0.495572031,0.605761486
536.8681149,0.490533362,0.604767615
536.927626,0.479771174,0.579783597
536.9871336,0.468814558,0.570054026
537.0466379,0.459225895,0.566052893
537.1061386,0.449898108,0.552565039
537.165636,0.44049674,0.540884379
537.2251299,0.431523081,0.517384038
537.2846203,0.423413924,0.520615611
537.3441074,0.417065714,0.497354162
537.4035909,0.411901648,0.48707507
537.4630711,0.407831337,0.490086232
537.5225478,0.404789794,0.492001734
537.582021,0.401596749,0.488907165
537.6414909,0.39616765,0.482753494
537.7009572,0.388571062,0.480451281
537.7604202,0.379697135,0.459598071
537.8198797,0.369318759,0.444775719
537.8793357,0.3583552,0.435337473
537.9387883,0.348743187,0.437556713
537.9982375,0.340844309,0.426172515
538.0576832,0.333673267,0.399997561
538.1171255,0.32765055,0.394911209
538.1765644,0.322605763,0.398981201
538.2359998,0.317925027,0.385795786
538.2954318,0.313966546,0.376349637
538.3548603,0.310142277,0.37786786
538.4142854,0.3071273,0.360078691
538.473707,0.305443106,0.35785723
538.5331253,0.308303069,0.354315992
538.59254,0.320463923,0.351847285
538.6519514,0.346623145,0.370983391
538.7113592,0.384910619,0.416993326
538.7707637,0.428480892,0.503903449
538.8301647,0.469909779,0.596225947
538.8895623,0.500318492,0.626700511
538.9489564,0.510691416,0.625215725
539.0083471,0.505075404,0.617184151
539.0677343,0.495416337,0.610585129
539.1271181,0.486995509,0.594828279
539.1864985,0.4788604,0.565289547
539.2458754,0.471177494,0.55802536
539.3052489,0.463737629,0.567639274
539.3646189,0.456620196,0.563916597
539.4239855,0.448525588,0.537752836
539.4833487,0.439520165,0.533790342
539.5427084,0.429831333,0.526026624
539.6020647,0.420649476,0.511699857
539.6614175,0.412342035,0.491681489
539.7207669,0.40334776,0.486071934
539.7801129,0.393920406,0.486754185
539.8394554,0.384783034,0.483048933
539.8987945,0.375595453,0.465195246
539.9581301,0.365743133,0.441858101
540.0174623,0.356639553,0.427568265
540.076791,0.348867382,0.423630846
540.1361164,0.341643189,0.41827881
540.1954382,0.334734457,0.403679155
540.2547567,0.327890527,0.393633029
540.3140717,0.321714432,0.393777776
540.3733832,0.314870448,0.392660665
540.4326913,0.308845992,0.386510968
540.491996,0.303731639,0.376816012
540.5512972,0.299945363,0.373007321
540.610595,0.297291056,0.359169687
540.6698893,0.297933086,0.353809701
540.7291803,0.303582818,0.358605007
540.7884677,0.318722315,0.354004908
540.8477518,0.346307437,0.373598376
540.9070323,0.385177221,0.416904384
540.9663095,0.429273667,0.49623369
541.0255832,0.471914784,0.588426166
541.0848534,0.503572208,0.630362147
541.1441203,0.518425755,0.653534523
541.2033837,0.518205136,0.639312884
541.2626436,0.512078696,0.624714646
541.3219001,0.503355715,0.601344675
541.3811532,0.493960079,0.590734101
541.4404028,0.482805231,0.583329617
541.499649,0.470531112,0.57268402
541.5588917,0.457019516,0.557428014
541.618131,0.443650053,0.536167271
541.6773669,0.430816796,0.520163743
541.7365993,0.420262024,0.508225857
541.7958283,0.411474249,0.494565145
541.8550538,0.402850123,0.481257727
541.9142759,0.394854863,0.481199766
541.9734945,0.387799272,0.47756162
542.0327098,0.379757458,0.473291528
542.0919215,0.370981252,0.455052435
542.1511299,0.363350549,0.440244054
542.2103348,0.355826858,0.427148652
542.2695362,0.346398573,0.42584406
542.3287342,0.337706777,0.418558161
542.3879288,0.330272404,0.401445431
542.4471199,0.323874157,0.389451898
542.5063076,0.317751792,0.389443847
542.5654919,0.313362127,0.386921246
542.6246727,0.309762308,0.381584536
542.68385,0.306805377,0.379557524
542.743024,0.304880767,0.372444592
542.8021945,0.305242085,0.3678725
542.8613615,0.307580592,0.373052141
542.9205251,0.310988429,0.375986542
542.9796853,0.316276312,0.378882833
543.038842,0.327116132,0.387780975
543.0979953,0.347716529,0.399442543
543.1571451,0.379235992,0.420624649
543.2162915,0.418130045,0.473822879
543.2754345,0.458083527,0.553110245
543.334574,0.491335557,0.613221141
543.3937101,0.509038859,0.627893796
543.4528427,0.509553346,0.63524206
543.5119719,0.500563647,0.630750245
543.5710977,0.489384445,0.609838608
543.63022,0.477819714,0.593976186
543.6893389,0.467676079,0.575698721
543.7484543,0.458940449,0.557230898
543.8075663,0.449930303,0.552868078
543.8666749,0.440976279,0.541036254
543.92578,0.431007719,0.523929328
543.9848817,0.420588161,0.514226217
544.0439799,0.409223444,0.498204018
544.1030747,0.39742582,0.491550559
544.1621661,0.386449324,0.48169378
544.221254,0.377073001,0.469834264
544.2803384,0.368456238,0.453906661
544.3394195,0.360765204,0.444590766
544.3984971,0.353366227,0.440141422
544.4575712,0.346132252,0.428144623
544.5166419,0.338811648,0.417507398
544.5757092,0.331219919,0.412042628
544.634773,0.323789829,0.410287807
544.6938334,0.318102816,0.399104749
544.7528904,0.313002563,0.387077218
544.8119439,0.310115017,0.37896231
544.8709939,0.310099865,0.375633258
544.9300406,0.313002399,0.378449541
544.9890837,0.316619564,0.385531599
545.0481235,0.320521603,0.389707401
545.1071598,0.322487151,0.40029916
545.1661927,0.321952288,0.406288593
545.2252221,0.318672733,0.390917184
545.2842481,0.315241363,0.382614961
545.3432706,0.313574164,0.376479453
545.4022897,0.318518874,0.378819762
545.4613054,0.334501098,0.3818666
545.5203176,0.362317684,0.400851358
545.5793264,0.396940439,0.449163242
545.6383317,0.43272751,0.529092387
545.6973336,0.462974188,0.590745651
545.7563321,0.479331316,0.598145799
545.8153271,0.481429619,0.601471117
545.8743187,0.475272293,0.591973902
545.9333068,0.466874339,0.586686153
545.9922915,0.45689665,0.573899042
546.0512727,0.445630976,0.54620626
546.1102506,0.433513826,0.533355743
